0.00000000000000e+00,	0.00000000000000e+00,	0.00000000000000e+00,	0.00000000000000e+00
4.00000018998981e-03,	0.00000000000000e+00,	0.00000000000000e+00,	0.00000000000000e+00
8.00000037997961e-03,	0.00000000000000e+00,	0.00000000000000e+00,	0.00000000000000e+00
1.20000001043081e-02,	0.00000000000000e+00,	0.00000000000000e+00,	0.00000000000000e+00
1.60000007599592e-02,	0.00000000000000e+00,	0.00000000000000e+00,	0.00000000000000e+00
1.99999995529652e-02,	0.00000000000000e+00,	0.00000000000000e+00,	0.00000000000000e+00
2.40000002086163e-02,	0.00000000000000e+00,	0.00000000000000e+00,	0.00000000000000e+00
2.80000008642673e-02,	0.00000000000000e+00,	0.00000000000000e+00,	0.00000000000000e+00
3.20000015199184e-02,	0.00000000000000e+00,	0.00000000000000e+00,	0.00000000000000e+00
3.59999984502792e-02,	0.00000000000000e+00,	0.00000000000000e+00,	0.00000000000000e+00
3.99999991059303e-02,	0.00000000000000e+00,	0.00000000000000e+00,	0.00000000000000e+00
4.39999997615814e-02,	0.00000000000000e+00,	0.00000000000000e+00,	0.00000000000000e+00
4.80000004172325e-02,	0.00000000000000e+00,	0.00000000000000e+00,	0.00000000000000e+00
5.20000010728836e-02,	0.00000000000000e+00,	0.00000000000000e+00,	0.00000000000000e+00
5.60000017285347e-02,	0.00000000000000e+00,	0.00000000000000e+00,	0.00000000000000e+00
5.99999986588955e-02,	0.00000000000000e+00,	0.00000000000000e+00,	0.00000000000000e+00
6.40000030398369e-02,	0.00000000000000e+00,	0.00000000000000e+00,	0.00000000000000e+00
6.80000036954880e-02,	0.00000000000000e+00,	0.00000000000000e+00,	0.00000000000000e+00
7.19999969005585e-02,	0.00000000000000e+00,	0.00000000000000e+00,	0.00000000000000e+00
7.59999975562096e-02,	0.00000000000000e+00,	0.00000000000000e+00,	0.00000000000000e+00
7.99999982118607e-02,	0.00000000000000e+00,	0.00000000000000e+00,	0.00000000000000e+00
8.39999988675117e-02,	0.00000000000000e+00,	0.00000000000000e+00,	0.00000000000000e+00
8.79999995231628e-02,	0.00000000000000e+00,	0.00000000000000e+00,	0.00000000000000e+00
9.20000001788139e-02,	0.00000000000000e+00,	0.00000000000000e+00,	0.00000000000000e+00
9.60000008344650e-02,	0.00000000000000e+00,	0.00000000000000e+00,	0.00000000000000e+00
1.00000001490116e-01,	0.00000000000000e+00,	0.00000000000000e+00,	0.00000000000000e+00
1.04000002145767e-01,	0.00000000000000e+00,	0.00000000000000e+00,	0.00000000000000e+00
1.08000002801418e-01,	0.00000000000000e+00,	0.00000000000000e+00,	0.00000000000000e+00
1.12000003457069e-01,	0.00000000000000e+00,	0.00000000000000e+00,	0.00000000000000e+00
1.15999996662140e-01,	0.00000000000000e+00,	0.00000000000000e+00,	0.00000000000000e+00
1.19999997317791e-01,	0.00000000000000e+00,	0.00000000000000e+00,	0.00000000000000e+00
1.23999997973442e-01,	0.00000000000000e+00,	0.00000000000000e+00,	0.00000000000000e+00
1.28000006079674e-01,	0.00000000000000e+00,	0.00000000000000e+00,	0.00000000000000e+00
1.31999999284744e-01,	0.00000000000000e+00,	0.00000000000000e+00,	0.00000000000000e+00
1.36000007390976e-01,	0.00000000000000e+00,	0.00000000000000e+00,	0.00000000000000e+00
1.40000000596046e-01,	0.00000000000000e+00,	0.00000000000000e+00,	0.00000000000000e+00
1.43999993801117e-01,	0.00000000000000e+00,	0.00000000000000e+00,	0.00000000000000e+00
1.48000001907349e-01,	0.00000000000000e+00,	0.00000000000000e+00,	0.00000000000000e+00
1.51999995112419e-01,	0.00000000000000e+00,	0.00000000000000e+00,	0.00000000000000e+00
1.56000003218651e-01,	0.00000000000000e+00,	0.00000000000000e+00,	0.00000000000000e+00
1.59999996423721e-01,	0.00000000000000e+00,	0.00000000000000e+00,	0.00000000000000e+00
1.64000004529953e-01,	0.00000000000000e+00,	0.00000000000000e+00,	0.00000000000000e+00
1.67999997735023e-01,	0.00000000000000e+00,	0.00000000000000e+00,	0.00000000000000e+00
1.72000005841255e-01,	0.00000000000000e+00,	0.00000000000000e+00,	0.00000000000000e+00
1.75999999046326e-01,	0.00000000000000e+00,	0.00000000000000e+00,	0.00000000000000e+00
1.80000007152557e-01,	0.00000000000000e+00,	0.00000000000000e+00,	0.00000000000000e+00
1.84000000357628e-01,	0.00000000000000e+00,	0.00000000000000e+00,	0.00000000000000e+00
1.87999993562698e-01,	0.00000000000000e+00,	0.00000000000000e+00,	0.00000000000000e+00
1.92000001668930e-01,	0.00000000000000e+00,	0.00000000000000e+00,	0.00000000000000e+00
1.95999994874001e-01,	0.00000000000000e+00,	0.00000000000000e+00,	0.00000000000000e+00
2.00000002980232e-01,	0.00000000000000e+00,	0.00000000000000e+00,	0.00000000000000e+00
2.03999996185303e-01,	0.00000000000000e+00,	0.00000000000000e+00,	0.00000000000000e+00
2.08000004291534e-01,	0.00000000000000e+00,	0.00000000000000e+00,	0.00000000000000e+00
2.11999997496605e-01,	0.00000000000000e+00,	0.00000000000000e+00,	0.00000000000000e+00
2.16000005602837e-01,	0.00000000000000e+00,	0.00000000000000e+00,	0.00000000000000e+00
2.19999998807907e-01,	0.00000000000000e+00,	0.00000000000000e+00,	0.00000000000000e+00
2.24000006914139e-01,	0.00000000000000e+00,	0.00000000000000e+00,	0.00000000000000e+00
2.28000000119209e-01,	0.00000000000000e+00,	0.00000000000000e+00,	0.00000000000000e+00
2.31999993324280e-01,	0.00000000000000e+00,	0.00000000000000e+00,	0.00000000000000e+00
2.36000001430511e-01,	0.00000000000000e+00,	0.00000000000000e+00,	0.00000000000000e+00
